index,sentence,chapter,neg,neu,pos,compound,chapter_text,moving_avg_comp,chapter_author,chapter_text_num
1499,"If Don Giovanni were a reflective individual, Leporello would become almost a greater scoundrel than him; then it would be inexplicable how Don Giovanni was able to exercise so much power over him, the only motivation left being his ability to pay him better than anyone else – a motivation that even Molière seems not to resort to, since he has his Don Juan financially embarrassed.",2,0.052,0.785,0.163,0.8085,The Immediate Erotic Stages or the Musical Erotic,0.15817799999999999,Aesthetic,chapter 3:
1500,"If, on the other hand, we continue to identify Don Giovanni as the life of immediacy, we easily grasp how he can exercise a decisive influence upon Leporello, that the latter assimilates him so completely that he almost becomes one of Don Giovanni’s functioning parts.",2,0.0,0.848,0.152,0.7579,The Immediate Erotic Stages or the Musical Erotic,0.15962933333333332,Aesthetic,chapter 3:
1501,"In a sense Leporello comes nearer to being consciously personal than Don Giovanni, yet to be that he would have to be clear about his relation to the latter; but that he cannot manage, he is unable to break the spell.",2,0.0,0.957,0.043,0.2023,The Immediate Erotic Stages or the Musical Erotic,0.15695,Aesthetic,chapter 3:
1502,Here too it is the case that whenever Leporello is given spoken lines he has to be transparent to us.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.158136,Aesthetic,chapter 3:
1503,"Even in Leporello’s relation to Don Giovanni there is something erotic, a power with which he is captivated against his will; but in this ambiguity he is musical and Don Giovanni constantly resonates through him.",2,0.0,0.95,0.05,0.2023,The Immediate Erotic Stages or the Musical Erotic,0.15260666666666667,Aesthetic,chapter 3:
1504,I shall offer an example later to show that this is no mere phrase-making on my part.,2,0.121,0.879,0.0,-0.296,The Immediate Erotic Stages or the Musical Erotic,0.15458,Aesthetic,chapter 3:
1505,"With the exception of the Commendatore, everyone is in some kind of erotic relationship to Don Giovanni.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.15509466666666666,Aesthetic,chapter 3:
1506,"Over the Commendatore he cannot exercise any power, for he is consciousness.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.15703733333333333,Aesthetic,chapter 3:
1507,"The others are in his power: Elvira loves him, which puts her in his power; Anna hates him, which puts her in his power; Zerlina fears him, which puts her in his power; Ottavio and Masetto go along with him for the sake of brotherhood-in-law, for the ties of blood are tender.",2,0.098,0.839,0.063,-0.25,The Immediate Erotic Stages or the Musical Erotic,0.15650000000000003,Aesthetic,chapter 3:
1508,"If I look back now for a moment upon what has been expounded, the reader will perhaps see how, here again, the matter has been explicated from many sides: what relation the Don Juan idea bears to the musical, how this relation is constitutive of the whole opera, how this is repeated in the individual parts.",2,0.0,0.98,0.02,0.0258,The Immediate Erotic Stages or the Musical Erotic,0.15650000000000003,Aesthetic,chapter 3:
1509,"I could gladly stop at this point, but for the sake of even greater completeness I shall shed light on the matter by examining some individual pieces.",2,0.052,0.749,0.199,0.5423,The Immediate Erotic Stages or the Musical Erotic,0.15650000000000003,Aesthetic,chapter 3:
1510,The choice will not be arbitrary.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.15369000000000002,Aesthetic,chapter 3:
1511,"I take the overture, which really lays down for us, in a tightly concentrated form, the tonality of the opera’s mood.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.15171666666666672,Aesthetic,chapter 3:
1512,"Next I take the most epic and the most lyrical moments in the work, in order to show how the perfection of the opera is preserved, the musical drama maintained, even at its extremes, and how Don Giovanni sustains the opera musically.",2,0.0,0.917,0.083,0.5719,The Immediate Erotic Stages or the Musical Erotic,0.1528426666666667,Aesthetic,chapter 3:
1513,This is not the place for a general account of the part played by the overture in opera.,2,0.0,0.876,0.124,0.34,The Immediate Erotic Stages or the Musical Erotic,0.14769800000000002,Aesthetic,chapter 3:
1514,"All we can single out here is the circumstance that the fact that an opera needs an overture is enough to show the preponderance of the lyrical, and that the effect thus aimed at is the evocation of a mood, which is something drama cannot take upon itself, since there everything must be transparent.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14543133333333336,Aesthetic,chapter 3:
1515,"It is appropriate, therefore, that the overture be composed last, so that the artist himself can be properly permeated with the music.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14884000000000003,Aesthetic,chapter 3:
1516,So the overture generally affords an opportunity to gain a deep insight into the composer’s soul and its relation to his music.,2,0.0,0.763,0.237,0.7351,The Immediate Erotic Stages or the Musical Erotic,0.14884000000000003,Aesthetic,chapter 3:
1517,"If he hasn’t succeeded in grasping its centre, if he has no deeper rapport with the basic mood in the opera, this will betray itself unmistakably in the overture; it will then be a random compilation of the salient points based on the association of ideas, but not a totality containing, as it really should, the most profound illumination of the music’s content.",2,0.063,0.885,0.052,-0.1901,The Immediate Erotic Stages or the Musical Erotic,0.14733133333333337,Aesthetic,chapter 3:
1518,"An overture of that kind is therefore as a rule also entirely arbitrary; it can be as long or as short as it likes, and the collative element, the element of continuity, since it is only an association of ideas, can be made to spin out as long as may be.",2,0.0,0.888,0.112,0.7351,The Immediate Erotic Stages or the Musical Erotic,0.1491526666666667,Aesthetic,chapter 3:
1519,"To inferior composers the overture is therefore often a dangerous temptation, for they are led to plagiarize themselves, pick from their own pockets, something that causes much confusion.",2,0.242,0.758,0.0,-0.7906,The Immediate Erotic Stages or the Musical Erotic,0.14717933333333338,Aesthetic,chapter 3:
1520,"While clearly the content of the overture should not be the same as the opera’s, neither, of course, should it be anything absolutely different.",2,0.0,0.895,0.105,0.4019,The Immediate Erotic Stages or the Musical Erotic,0.14318333333333338,Aesthetic,chapter 3:
1521,Its content should be the same but in some other way.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14318333333333336,Aesthetic,chapter 3:
1522,It should contain what is central to the piece so that this can seize the listener with all its might.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.1467986666666667,Aesthetic,chapter 3:
1523,"In this respect, the ever-admired overture to Don Giovanni is and will remain a perfect masterpiece, so that if no other proof were afforded of this opera’s classic status, it would suffice to single out this fact alone, namely the inconceivability of the one who holds the centre not also holding the periphery.",2,0.07,0.758,0.172,0.8144,The Immediate Erotic Stages or the Musical Erotic,0.14453200000000002,Aesthetic,chapter 3:
1524,"This overture is no mere fabric of themes, it is not a labyrinthine hotchpotch of associations; it is concise, resolute, powerfully structured; and above all it is impregnated with the essence of the whole opera.",2,0.059,0.885,0.056,-0.0258,The Immediate Erotic Stages or the Musical Erotic,0.14147333333333334,Aesthetic,chapter 3:
1525,"It is powerful as the thought of a god, stirring as the life of a world, trembling in its earnest, quivering in its passion, crushing in its terrible anger, inspiring in its zestful joy; it is sepulchral in its judgement, strident in its lust; it is unhurriedly solemn in its imposing dignity; it is stirring, shimmering, dancing in its joy.",2,0.171,0.542,0.287,0.8957,The Immediate Erotic Stages or the Musical Erotic,0.137798,Aesthetic,chapter 3:
1526,"And it has not achieved this by sucking the blood of the opera; quite the contrary, it is prophetic in its relation to the latter.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.13914666666666667,Aesthetic,chapter 3:
1527,"In the overture, the entire compass of the music unfolds; it is as though, with a few mighty wing-beats, it hovered over itself, hovered over the place where it is to alight.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14208266666666666,Aesthetic,chapter 3:
1528,"It is a contest, but a contest in the higher regions of the air.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14432666666666666,Aesthetic,chapter 3:
1529,"To someone hearing the overture after making closer acquaintance with the opera, it might perhaps seem as if he had found his way into the hidden workshop where the forces he has come to know in the opera display their primal energy, where they vie with one another with all their might.",2,0.0,0.96,0.04,0.2732,The Immediate Erotic Stages or the Musical Erotic,0.146448,Aesthetic,chapter 3:
1530,"Yet the struggle is too unequal, one power is already the victor before the battle, it flees and gets out of the way, but this flight is precisely its passion, its burning unrest in its brief moment of delight, the quickening pulse in its passionate heat.",2,0.109,0.656,0.235,0.9091,The Immediate Erotic Stages or the Musical Erotic,0.14363800000000002,Aesthetic,chapter 3:
1531,It thereby sets the other power in motion and sweeps it along with it.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.14012666666666668,Aesthetic,chapter 3:
1532,"This latter, which seemed at first so unshakeably firm as to be almost immoveable, must now be off, and soon the movement becomes so fast that it seems like a real contest.",2,0.0,0.925,0.075,0.3612,The Immediate Erotic Stages or the Musical Erotic,0.136044,Aesthetic,chapter 3:
1533,"To express more of this is an impossible task; all one can do here is listen to the music, for the contest is not one of words but a raging of the elements.",2,0.126,0.874,0.0,-0.6808,The Immediate Erotic Stages or the Musical Erotic,0.13894866666666666,Aesthetic,chapter 3:
1534,"Except that I must draw attention to what was made clear earlier, that the opera’s focus is Don Giovanni, not Don Giovanni and the Commendatore.",2,0.0,0.902,0.098,0.3818,The Immediate Erotic Stages or the Musical Erotic,0.13734133333333337,Aesthetic,chapter 3:
1535,This is already evident in the overture.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.12797533333333333,Aesthetic,chapter 3:
1536,"Mozart seems to have carefully constructed it in such a way that the deep voice which resonates at the beginning grows gradually weaker and weaker, almost loses, as it were, its majestic bearing, has to hurry to be able to keep up with the demonic haste which eludes it yet almost gains the power to degrade it by dragging it, in the brevity of an instant, into a race for a wager.",2,0.133,0.822,0.045,-0.7964,The Immediate Erotic Stages or the Musical Erotic,0.12900266666666668,Aesthetic,chapter 3:
1537,"With this, the transition to the opera itself gradually takes form.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.13039933333333334,Aesthetic,chapter 3:
1538,"Consequently, one must conceive the finale in close relation to the first part of the overture.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.12982733333333335,Aesthetic,chapter 3:
1539,"In the finale the gravity has once more come to itself, while in the course of the overture it is as though it were outside itself.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.125238,Aesthetic,chapter 3:
1540,There is no question now of running a race with passion; earnest has returned and has thus cut off every avenue to a new competition.,2,0.136,0.665,0.199,0.4588,The Immediate Erotic Stages or the Musical Erotic,0.12817,Aesthetic,chapter 3:
1541,"So, while in one sense independent, the overture is to be regarded in another sense as preliminary to the opera.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.13062333333333334,Aesthetic,chapter 3:
1542,I have tried in the foregoing to remind the reader of this by refreshing his memory of the progressive diminutions in which the one power approaches the beginning of the opera.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.124678,Aesthetic,chapter 3:
1543,Similarly when one observes the other power; it grows progressively larger.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.12467800000000002,Aesthetic,chapter 3:
1544,"It starts in the overture, it grows and increases.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.1305906666666667,Aesthetic,chapter 3:
1545,"What is particularly admirable is the way in which this, its beginning, is expressed.",2,0.0,0.77,0.23,0.5984,The Immediate Erotic Stages or the Musical Erotic,0.129242,Aesthetic,chapter 3:
1546,"We hear it intimated so faintly, so mysteriously; we hear it but it is gone so quickly, so what we get is exactly the impression of having heard something we haven’t heard.",2,0.0,0.93,0.07,0.3291,The Immediate Erotic Stages or the Musical Erotic,0.125184,Aesthetic,chapter 3:
1547,"It takes an attentive, an erotic ear to catch the first hint given in the overture of the light play of this desire, which is later expressed so richly in all its extravagant abundance.",2,0.0,0.778,0.222,0.8334,The Immediate Erotic Stages or the Musical Erotic,0.125184,Aesthetic,chapter 3:
1548,"I cannot say exactly to the dot where this place is because I am not expert in music, but then I am writing only for those in love, and they will surely understand me, some of them better than I understand myself.",2,0.0,0.743,0.257,0.9382,The Immediate Erotic Stages or the Musical Erotic,0.11898866666666667,Aesthetic,chapter 3:
1549,"Still, I am content with my appointed lot, with this enigmatic infatuation, and although I usually thank the gods that I was born a man and not a woman, Mozart’s music has taught me that it is beautiful and restorative and rich to love like a woman.",2,0.0,0.691,0.309,0.9538,The Immediate Erotic Stages or the Musical Erotic,0.11451866666666669,Aesthetic,chapter 3:
1550,"I am no friend of metaphors; modern literature has given me a great aversion to them; it has come almost to the point where, every time I come upon a metaphor, I am seized by an involuntary fear that its true purpose is to conceal an obscurity in the thought.",2,0.144,0.742,0.114,-0.2091,The Immediate Erotic Stages or the Musical Erotic,0.10794999999999999,Aesthetic,chapter 3:
1551,"I shall therefore not venture upon an indiscreet or fruitless attempt to translate the overture’s energetic and terse brevity into long-winded and platitudinous figures of speech; I single out just one point in the overture, and will employ a metaphor to call the reader’s attention to it, that being the only means I have for putting myself in touch with him.",2,0.0,0.954,0.046,0.4404,The Immediate Erotic Stages or the Musical Erotic,0.106414,Aesthetic,chapter 3:
1552,"This point is naturally none other than Don Giovanni’s first outburst, the premonition of him, of the power with which he later emerges.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.10574066666666668,Aesthetic,chapter 3:
1553,"The overture begins with distinct, deep, serious, uniform tones; then for the first time, infinitely far away, we hear a hint which nevertheless, as though it had come too early, is instantly recalled, until later, again and again, bolder and bolder, louder and louder, one hears that voice which first slyly and coyly, and yet as though anxiously, gained access but could not force its way through.",2,0.037,0.891,0.072,0.34,The Immediate Erotic Stages or the Musical Erotic,0.10297133333333333,Aesthetic,chapter 3:
1554,Thus sometimes in nature one sees the horizon heavy and lowering.,2,0.167,0.833,0.0,-0.25,The Immediate Erotic Stages or the Musical Erotic,0.10668,Aesthetic,chapter 3:
1555,"Too heavy to support itself, it rests upon the earth and hides everything in its dark night; distinct hollow sounds are heard, yet not in movement but like a deep rumbling within itself – then one sees at the furthest bounds of the heavens, far on the horizon, a flash; swiftly it runs along the earth and is gone in the same instant.",2,0.019,0.819,0.162,0.8779,The Immediate Erotic Stages or the Musical Erotic,0.10997266666666666,Aesthetic,chapter 3:
1556,"But soon it returns, it grows stronger; for a moment it lights up the whole heaven with its flame, the next instant the horizon seems darker than ever; but swifter, even more fiery it blazes up; it is as if the darkness itself had lost its calm and was getting into motion.",2,0.137,0.699,0.164,0.4235,The Immediate Erotic Stages or the Musical Erotic,0.10331333333333334,Aesthetic,chapter 3:
1557,"As the eye suspects in this first flash a conflagration, so the ear in that dying strain of the violin stroke has a presentiment of all the passion.",2,0.114,0.791,0.095,0.1027,The Immediate Erotic Stages or the Musical Erotic,0.1002546666666667,Aesthetic,chapter 3:
1558,"There is an apprehension in that flash, it is as if in the deep darkness it were born in dread – such is Don Giovanni’s life.",2,0.26,0.74,0.0,-0.7964,The Immediate Erotic Stages or the Musical Erotic,0.10025466666666667,Aesthetic,chapter 3:
1559,"There is a dread in him, but this dread is his energy.",2,0.367,0.489,0.144,-0.6249,The Immediate Erotic Stages or the Musical Erotic,0.10160333333333334,Aesthetic,chapter 3:
1560,"It is not a subjectively reflected dread, it is a substantial dread.",2,0.357,0.536,0.107,-0.6369,The Immediate Erotic Stages or the Musical Erotic,0.10160333333333334,Aesthetic,chapter 3:
1561,In the overture we do not have – what we commonly say without realizing what we say – despair.,2,0.113,0.887,0.0,-0.3182,The Immediate Erotic Stages or the Musical Erotic,0.11006000000000002,Aesthetic,chapter 3:
1562,"Don Giovanni’s life is not despair; it is the full might of sensuality, which is born in dread, and Don Giovanni is himself this dread, but this dread is precisely the demonic joy of life.",2,0.184,0.668,0.149,-0.1454,The Immediate Erotic Stages or the Musical Erotic,0.11521133333333335,Aesthetic,chapter 3:
1563,"After Mozart has brought him thus into existence, Don Giovanni’s life evolves for us in the dancing tones of the violin in which he lightly, casually, hastens forward over the abyss.",2,0.0,0.946,0.054,0.1779,The Immediate Erotic Stages or the Musical Erotic,0.10761200000000001,Aesthetic,chapter 3:
1564,"As when one skims a stone over the surface of the water, it skips lightly for a time, but as soon as it stops skipping, instantly sinks down into the depths, that is how Don Giovanni dances over the abyss, jubilant in his brief respite.",2,0.038,0.853,0.109,0.6808,The Immediate Erotic Stages or the Musical Erotic,0.11077733333333335,Aesthetic,chapter 3:
1565,"But if, as indicated above, the overture can be considered a preliminary to the opera, if in the overture one climbs down from these higher regions, the question is where best in the opera to alight, or how to get the opera to start.",2,0.0,0.881,0.119,0.7783,The Immediate Erotic Stages or the Musical Erotic,0.11358133333333335,Aesthetic,chapter 3:
1566,Here Mozart has seen the only right way: to begin with Leporello.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11451533333333336,Aesthetic,chapter 3:
1567,"It might seem that there was no great merit in this, inasmuch as practically all adaptations of the Don Juan story begin with a monologue by Sganarelle.",2,0.184,0.816,0.0,-0.6834,The Immediate Erotic Stages or the Musical Erotic,0.12069400000000002,Aesthetic,chapter 3:
1568,"However, there is a big difference, and here again one has an opportunity to admire Mozart’s mastery.",2,0.0,0.718,0.282,0.7096,The Immediate Erotic Stages or the Musical Erotic,0.11771000000000002,Aesthetic,chapter 3:
1569,He has placed the first servant-aria in immediate conjunction with the overture.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11771000000000001,Aesthetic,chapter 3:
1570,"This is a rare practice; here it is entirely appropriate, and it casts a new light on the overture’s construction.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11968333333333334,Aesthetic,chapter 3:
1571,"The overture is trying to set itself down, to find a foothold in the action on the stage.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11644866666666666,Aesthetic,chapter 3:
1572,The Commendatore and Don Giovanni have already been heard in the overture; next to them Leporello is the most important figure.,2,0.0,0.905,0.095,0.2716,The Immediate Erotic Stages or the Musical Erotic,0.11907533333333332,Aesthetic,chapter 3:
1573,"He, however, cannot be raised up into that battle in the airy regions, and yet he is more closely involved than any other.",2,0.106,0.894,0.0,-0.3818,The Immediate Erotic Stages or the Musical Erotic,0.12026599999999998,Aesthetic,chapter 3:
1574,"So the action begins with him, in such a way that he is linked immediately with the overture.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.12120333333333333,Aesthetic,chapter 3:
1575,"It is quite correct, then, to count Leporello’s first aria as belonging to the overture.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11581333333333334,Aesthetic,chapter 3:
1576,This aria corresponds to the not-unnoted Sganarelle monologue in Molière.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11694333333333334,Aesthetic,chapter 3:
1577,We shall examine this situation a little more closely.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.12101200000000001,Aesthetic,chapter 3:
1578,Sganarelle’s monologue is far from unwitty.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.1269,Aesthetic,chapter 3:
1579," On the other hand, the situation is defective.",2,0.24,0.496,0.264,0.0772,The Immediate Erotic Stages or the Musical Erotic,0.12173866666666668,Aesthetic,chapter 3:
1580, I say this not to find fault with Molière but to show Mozart’s merit.,2,0.0,0.692,0.308,0.6518,The Immediate Erotic Stages or the Musical Erotic,0.122124,Aesthetic,chapter 3:
1581,"A monologue is always more or less of an interruption in the drama, and when, for effect, the writer tries to do this through the humour in the monologue itself, instead of through the character, then he has irrevocably condemned himself and abandoned the dramatic interest.",2,0.147,0.742,0.11,-0.2585,The Immediate Erotic Stages or the Musical Erotic,0.11634133333333332,Aesthetic,chapter 3:
1582,In the opera it is otherwise.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.11089066666666665,Aesthetic,chapter 3:
1583,Here the situation is absolutely musical.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.10962133333333335,Aesthetic,chapter 3:
1584,I have previously drawn attention to the difference between a dramatic and a dramatic-musical situation.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.10345199999999999,Aesthetic,chapter 3:
1585,"In drama no idle talk is tolerated, what are needed are action and situation.",2,0.145,0.855,0.0,-0.296,The Immediate Erotic Stages or the Musical Erotic,0.09523599999999999,Aesthetic,chapter 3:
1586,In opera the situation contains a breathing space.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09152000000000002,Aesthetic,chapter 3:
1587,But then what makes it a musical situation?,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.08871000000000001,Aesthetic,chapter 3:
1588,"It has been stressed earlier that Leporello is a musical figure, and yet it is not he who sustains the situation.",2,0.107,0.893,0.0,-0.34,The Immediate Erotic Stages or the Musical Erotic,0.08966533333333335,Aesthetic,chapter 3:
1589,"If it were, his aria would be analogous to Sganarelle’s monologue, even though that would show equally that a quasi-situation of this kind works better in opera than in drama.",2,0.0,0.802,0.198,0.7845,The Immediate Erotic Stages or the Musical Erotic,0.08980666666666665,Aesthetic,chapter 3:
1590,"What makes the situation musical is Don Giovanni, who is in the house.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09533599999999998,Aesthetic,chapter 3:
1591,"The crux of the situation lies not in Leporello who draws near us, but in Don Giovanni whom we do not see – but whom we hear.",2,0.068,0.932,0.0,-0.2263,The Immediate Erotic Stages or the Musical Erotic,0.10170333333333334,Aesthetic,chapter 3:
1592,Now one might well object that we do not in fact hear Don Giovanni.,2,0.0,0.861,0.139,0.2732,The Immediate Erotic Stages or the Musical Erotic,0.09645866666666665,Aesthetic,chapter 3:
1593,"To this I would reply: we do indeed hear him, for he resounds in Leporello.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09244133333333332,Aesthetic,chapter 3:
1594,"To this end I shall draw attention to the transitions (voi star dentro colla bella),41 where Leporello is obviously reproducing Don Giovanni.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.08951399999999998,Aesthetic,chapter 3:
1595,"But even if this were not so, the set-up of the situation is such that we get Don Giovanni anyway, forgetting Leporello who is outside the house because of Don Giovanni who is inside it.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09719266666666665,Aesthetic,chapter 3:
1596,"Altogether, Mozart with true genius has let Leporello reproduce Don Giovanni, thus achieving two things: the musical effect that wherever Leporello is alone we hear Don Giovanni; and the parodying effect that when Don Giovanni is there too, we hear Leporello rehearse him and thereby unconsciously parody him.",2,0.039,0.906,0.055,0.2023,The Immediate Erotic Stages or the Musical Erotic,0.09750333333333334,Aesthetic,chapter 3:
1597,As an example I would mention the close of the ball.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.094824,Aesthetic,chapter 3:
1598,"If anyone asks what is the most epic moment in the opera, the answer is unquestionably Leporello’s second aria, the list.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09074133333333334,Aesthetic,chapter 3:
1599,"We have already stressed earlier, by comparing this aria with the corresponding monologue in Molière, the absolute importance of the music, and how, by letting us hear Don Giovanni, letting us hear the variations in him, the music produces an effect of which the spoken word or the dialogue is incapable.",2,0.09,0.865,0.045,-0.3612,The Immediate Erotic Stages or the Musical Erotic,0.085656,Aesthetic,chapter 3:
1600,Here it is important to emphasize both the situation and its musical aspect.,2,0.0,0.87,0.13,0.2023,The Immediate Erotic Stages or the Musical Erotic,0.08717666666666667,Aesthetic,chapter 3:
1601,"If we now look at the stage, the scenic ensemble consists of Leporello, Elvira and the faithful servant.",2,0.0,0.854,0.146,0.4404,The Immediate Erotic Stages or the Musical Erotic,0.083472,Aesthetic,chapter 3:
1602,"The faithless lover, on the other hand, is not there, for, as Leporello fittingly puts it, ‘he is off’.",2,0.08,0.64,0.28,0.7184,The Immediate Erotic Stages or the Musical Erotic,0.08892266666666666,Aesthetic,chapter 3:
1603,"This is a virtuosity possessed by Don Giovanni, he is there and then – he is off, and he leaves the scene as conveniently (that is, for himself) as a Jeronimus arrives upon it.42 Now, since it is obvious he is not there, it may seem strange that I mention him and bring him in a sense into the situation.",2,0.029,0.922,0.049,0.3182,The Immediate Erotic Stages or the Musical Erotic,0.08815333333333333,Aesthetic,chapter 3:
1604,"But, on second thoughts, we may perhaps see that this is just as it should be, and see in it an example of how literally we must take Don Giovanni’s omnipresence in the opera.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09083266666666669,Aesthetic,chapter 3:
1605,For one could hardly give a more striking indication of this than by drawing attention to the fact that he is there even when he is away.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.08901133333333335,Aesthetic,chapter 3:
1606,"But let him be off now, all the same, so that we can see later in what sense he is present.",2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.08295066666666669,Aesthetic,chapter 3:
1607,We look instead at the three figures on the stage.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.08431066666666669,Aesthetic,chapter 3:
1608,"Elvira’s presence naturally contributes to forming a situation, for it would not do to have Leporello unroll the list just to kill time.",2,0.176,0.824,0.0,-0.6908,The Immediate Erotic Stages or the Musical Erotic,0.08190266666666668,Aesthetic,chapter 3:
1609,But the position she is in also contributes to making the situation a painful one.,2,0.216,0.784,0.0,-0.5927,The Immediate Erotic Stages or the Musical Erotic,0.08197133333333334,Aesthetic,chapter 3:
1610,The mockery occasionally made of Elvira’s love is undeniably close on cruel.,2,0.316,0.466,0.218,-0.2263,The Immediate Erotic Stages or the Musical Erotic,0.081258,Aesthetic,chapter 3:
1611,"Thus in the second act where, at the decisive moment, when Ottavio has finally got the courage in his heart and the sword from its scabbard to slay Don Giovanni, she throws herself between them and discovers that it is not Don Giovanni but Leporello, a difference Mozart has indicated so strikingly with a kind of whimpering bleat.",2,0.0,0.899,0.101,0.631,The Immediate Erotic Stages or the Musical Erotic,0.07990933333333333,Aesthetic,chapter 3:
1612,"Thus in the situation we are examining there is something painful too, that she should be present to learn that in Spain the number stands at 1,003; what is more, in the German version she is told indeed that she is one of them.",2,0.063,0.909,0.028,-0.3818,The Immediate Erotic Stages or the Musical Erotic,0.08324533333333335,Aesthetic,chapter 3:
1613,"This is a German improvement as foolishly indecent as the German translation itself is no less foolishly, ridiculously decent and a total failure.",2,0.327,0.519,0.154,-0.6884,The Immediate Erotic Stages or the Musical Erotic,0.08759866666666669,Aesthetic,chapter 3:
1614,"It is to Elvira that Leporello gives an epic survey of his master’s life, and one cannot deny that it is entirely proper that Leporello should recite it and Elvira listen, for they are both exceedingly interested.",2,0.0,0.881,0.119,0.577,The Immediate Erotic Stages or the Musical Erotic,0.08759866666666667,Aesthetic,chapter 3:
1615,"Therefore, as we constantly ‘hear’ Don Giovanni throughout the entire aria, so too in places we ‘hear’ Elvira, who is now visible on the stage as an exemplary witness, not because of some accidental merit on her part, but because, since the method remains essentially the same, one example does for all.",2,0.022,0.943,0.036,0.1901,The Immediate Erotic Stages or the Musical Erotic,0.09305866666666669,Aesthetic,chapter 3:
1616,"If Leporello were a character or person permeated by reflection, it would be hard to imagine such a monologue, but it is just because he is a musical figure, who is submerged in Don Giovanni, that this aria has so much meaning.",2,0.028,0.972,0.0,-0.0516,The Immediate Erotic Stages or the Musical Erotic,0.09554200000000003,Aesthetic,chapter 3:
1617,It is a reproduction of Don Giovanni’s whole life.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.09519800000000003,Aesthetic,chapter 3:
1618,Leporello is the epic narrator.,2,0.0,1.0,0.0,0.0,The Immediate Erotic Stages or the Musical Erotic,0.0926526666666667,Aesthetic,chapter 3:
